Date_Scraped,Date_Param,Commodity_ID,Commodity_Name,Province_ID,Province_Name,Price,Price_Type
2026-02-12,2022-01-09,7,Cabai Merah,4,Riau,34650.0,1
2026-02-12,2022-01-09,7,Cabai Merah,5,Kepulauan Riau,43700.0,1
2026-02-12,2022-01-09,7,Cabai Merah,6,Jambi,22050.0,1
2026-02-12,2022-01-09,7,Cabai Merah,7,Bengkulu,26550.0,1
2026-02-12,2022-01-09,7,Cabai Merah,8,Sumatera Selatan,34900.0,1
2026-02-12,2022-01-09,7,Cabai Merah,9,Kepulauan Bangka Belitung,56600.0,1
2026-02-12,2022-01-09,7,Cabai Merah,10,Lampung,28500.0,1
2026-02-12,2022-01-09,7,Cabai Merah,11,Banten,34400.0,1
2026-02-12,2022-01-09,7,Cabai Merah,12,Jawa Barat,35500.0,1
2026-02-12,2022-01-09,7,Cabai Merah,13,DKI Jakarta,41650.0,1
2026-02-12,2022-01-09,7,Cabai Merah,14,Jawa Tengah,27000.0,1
2026-02-12,2022-01-09,7,Cabai Merah,15,DI Yogyakarta,35650.0,1
2026-02-12,2022-01-09,7,Cabai Merah,16,Jawa Timur,24850.0,1
2026-02-12,2022-01-09,7,Cabai Merah,17,Bali,23750.0,1
2026-02-12,2022-01-09,7,Cabai Merah,18,Nusa Tenggara Barat,24450.0,1
2026-02-12,2022-01-09,7,Cabai Merah,19,Nusa Tenggara Timur,54150.0,1
2026-02-12,2022-01-09,7,Cabai Merah,20,Kalimantan Barat,54650.0,1
2026-02-12,2022-01-09,7,Cabai Merah,21,Kalimantan Selatan,59400.0,1
2026-02-12,2022-01-09,7,Cabai Merah,22,Kalimantan Tengah,77500.0,1
2026-02-12,2022-01-09,7,Cabai Merah,23,Kalimantan Timur,61900.0,1
2026-02-12,2022-01-09,7,Cabai Merah,24,Kalimantan Utara,60350.0,1
2026-02-12,2022-01-09,7,Cabai Merah,25,Gorontalo,48350.0,1
2026-02-12,2022-01-09,7,Cabai Merah,26,Sulawesi Selatan,32550.0,1
2026-02-12,2022-01-09,7,Cabai Merah,27,Sulawesi Tenggara,48450.0,1
2026-02-12,2022-01-09,7,Cabai Merah,28,Sulawesi Tengah,45000.0,1
2026-02-12,2022-01-09,7,Cabai Merah,29,Sulawesi Utara,35650.0,1
2026-02-12,2022-01-09,7,Cabai Merah,30,Sulawesi Barat,42300.0,1
2026-02-12,2022-01-09,7,Cabai Merah,31,Maluku,99100.0,1
2026-02-12,2022-01-09,7,Cabai Merah,32,Maluku Utara,70000.0,1
2026-02-12,2022-01-09,7,Cabai Merah,33,Papua,69600.0,1
2026-02-12,2022-01-09,7,Cabai Merah,34,Papua Barat,73750.0,1
2026-02-12,2022-01-10,7,Cabai Merah,1,Aceh,21900.0,1
2026-02-12,2022-01-10,7,Cabai Merah,2,Sumatera Utara,25850.0,1
2026-02-12,2022-01-10,7,Cabai Merah,3,Sumatera Barat,39000.0,1
2026-02-12,2022-01-10,7,Cabai Merah,4,Riau,33050.0,1
2026-02-12,2022-01-10,7,Cabai Merah,5,Kepulauan Riau,45700.0,1
2026-02-12,2022-01-10,7,Cabai Merah,6,Jambi,26600.0,1
2026-02-12,2022-01-10,7,Cabai Merah,7,Bengkulu,25450.0,1
2026-02-12,2022-01-10,7,Cabai Merah,8,Sumatera Selatan,37300.0,1
2026-02-12,2022-01-10,7,Cabai Merah,9,Kepulauan Bangka Belitung,55450.0,1
2026-02-12,2022-01-10,7,Cabai Merah,10,Lampung,26250.0,1
2026-02-12,2022-01-10,7,Cabai Merah,11,Banten,28950.0,1
2026-02-12,2022-01-10,7,Cabai Merah,12,Jawa Barat,32250.0,1
2026-02-12,2022-01-10,7,Cabai Merah,13,DKI Jakarta,36900.0,1
2026-02-12,2022-01-10,7,Cabai Merah,14,Jawa Tengah,24450.0,1
2026-02-12,2022-01-10,7,Cabai Merah,15,DI Yogyakarta,34400.0,1
2026-02-12,2022-01-10,7,Cabai Merah,16,Jawa Timur,23100.0,1
2026-02-12,2022-01-10,7,Cabai Merah,17,Bali,22600.0,1
2026-02-12,2022-01-10,7,Cabai Merah,18,Nusa Tenggara Barat,24000.0,1
2026-02-12,2022-01-10,7,Cabai Merah,19,Nusa Tenggara Timur,55000.0,1
2026-02-12,2022-01-10,7,Cabai Merah,20,Kalimantan Barat,51400.0,1
2026-02-12,2022-01-10,7,Cabai Merah,21,Kalimantan Selatan,59600.0,1
2026-02-12,2022-01-10,7,Cabai Merah,22,Kalimantan Tengah,78150.0,1
